Var1,Var2,Var3,Var4
LCA3GSc,"UDP-Glucuronosyltransferase (UGT) cytosolic (lithocholic acid)",0,85.2876242875326
LCA3GSr,"UDP-Glucuronosyltransferase (UGT) ER (lithocholic acid)",0,85.2876242875336
LCA3Gte,"Glucuronidated bile acid excretion (LCA-3G)",0,79.6434448707451
LCA3Gtr,"Glucuronidated Compound Transport (LCA-3G)",-85.2876242875336,0
LCA3Sabc,"Lithocholic acid 3-sulfate ABC bile acid transporter",0,1000
LCA3St,"Lithocholic acid 3-sulfate transport via bicarbonate countertransport",-0.00957599999816767,1000
LCASULT,"Lithocholic acid sulfotransferase",0,0.00957599999819365
M02155tr,"Bile salt transport (hyodeoxycholic acid)",0,82.9448392422661
TCA3Sabc,"Taurocholic acid 3-sulfate ABC bile acid transporter",0,1000
TCA3St,"Taurocholic acid 3-sulfate transport via bicarbonate countertransport",-0.00957600000227481,1000
TCASULT,"Taurocholic acid sulfotransferase",0,0.00957599999822037
TCDCA3Sabc,"Taurochenodeoxycholic acid 3-sulfate ABC bile acid transporter",0,1000
TCDCA3St,"Taurochenodeoxycholic acid 3-sulfate transport via bicarbonate countertransport",-0.00957599999821923,1000
TCDCA6AH,"Taurochenodeoxycholic acid 6alpha-hydroxylase",0,54.6531058845969
TCDCASULT,"Taurochenodeoxycholic acid sulfotransferase",0,0.00957599999821923
TDCA3Sabc,"Taurodeoxycholic acid 3-sulfate ABC bile acid transporter",0,1000
TDCA3St,"Taurodeoxycholic acid 3-sulfate transport via bicarbonate countertransport",-0.00957600000021805,1000
TDCASULT,"Taurodeoxycholic acid sulfotransferase",0,0.00957600000022125
THYOCHOLabc,"taurohyocholic acid ABC bile acid transporter",0,1000
THYOCHOLt,"taurohyocholic acid transport via bicarbonate countertransport",-1000,1000
THYOCHOLt2,"taurohyocholic acid transport via sodium cotransport",0,1000
TUDCA3Sabc,"Tauroursodeoxycholic acid 3-sulfate ABC bile acid transporter",0,1000
TUDCA3St,"Tauroursodeoxycholic acid 3-sulfate transport via bicarbonate countertransport",-0.00957600000016857,1000
TUDCASULT,"Tauroursodeoxycholic acid sulfotransferase",0,0.00957600000015191
UCHOLabc,"Ursocholic acid ABC bile acid transporter",0,1000
UCHOLt,"Ursocholic acid transport via bicarbonate countertransport",-1000,1000
UCHOLt2,"Ursocholic acid transport via sodium cotransport",0,1000
UDCA3Sabc,"Ursodeoxycholic acid 3-sulfate ABC bile acid transporter",0,1000
UDCA3St,"Ursodeoxycholic acid 3-sulfate transport via bicarbonate countertransport",-0.00957600000016857,1000
UDCASULT,"Ursodeoxycholic acid sulfotransferase",0,0.00957600000015191
UDCHOLt,"Ursodeoxycholic acid transport via bicarbonate countertransport",-1000,1000
UDCHOLt2,"Ursodeoxycholic acid transport via sodium cotransport",0,1000
12HTACRhr,"oxidation of tacrolimus in hepatocytes",0,0
12HTACRtu,"efflux of 12-hydroxy tacrolimus into intestinal lumen by ABC transporter",0,1000
12HTACRtep,"exit of 12-hydroxy tacrolimus into portal blood",-1000,0
1331TAALThr,"demethylation of 13-O-desmethyl-tacrolimus to 13,31-O-Didesmethyl-tacrolimus in hepatocytes",0,0
1331TACRhr,"demethylation of 31-O-desmethyl-tacrolimus to 13,31-O-Didesmethyl-tacrolimus in hepatocytes",0,0
1331TACRteb,"efflux of 13,31-O-Didesmethyl-tacrolimus into bile",0,0
1331TACRtev,"exit of 13,31-O-Didesmethyl-tacrolimus into hepatic vein",0,0
13DMThr,"demthylation of tacrolimus to 13-O-desmethyl tacrolimus in hepatocytes",0,0
13DMTtu,"efflux of 13-O-desmethyl tacrolimus into intestinal lumen by ABC transporter",0,1000
13DMTtep,"exit of 13-O-desmethyl tacrolimus into portal blood",-1000,0
14HMDZALThr,"oxidation of 4-OH-midazolam to 1,4-Dihydroxy-midazolam in hepatocytes",0,0
14HMDZhr,"oxidation of 1-OH-midazolam to 1,4-Dihydroxy-midazolam in hepatocytes",0,0
14MDZtev,"efflux of 1,4-Dihydroxy-midazolam into hepatic vein",0,0
1513DTALThr,"demthylation of 15-O-desmethyl tacrolimus to 13,15-O-didesmethyl tacrolimus in hepatocytes",0,0
1513DTACRhr,"demthylation of 13-O-desmethyl tacrolimus to 13,15-O-didesmethyl tacrolimus in hepatocytes",0,0
1513TACRtu,"efflux of 13,15-O-didesmethyl tacrolimus into intestinal lumen by ABC transporter",0,1000
1513TACRtep,"exit of 13,15-O-didesmethyl tacrolimus into portal blood",-1000,0
1531TACRhr,"demethylation of 15-O-desmethyl tacrolimus to 15, 31-O-Didesmethyl-tacrolimus in hepatocytes",0,0
1531TACRteb,"efflux of 15, 31-O-Didesmethyl-tacrolimus into bile",0,0
1531TACRtev,"exit of 15, 31-O-Didesmethyl-tacrolimus into hepatic vein",0,0
1531TALThr,"demethylation of 31-O-desmethyl tacrolimus to 15, 31-O-Didesmethyl-tacrolimus in hepatocytes",0,0
15DMThr,"demethylation of tacrolimus to 15-O-desmethyl tacrolimus in hepatocytes",0,0
15DMTtu,"efflux of 15-O-desmethyl tacrolimus into intestinal lumen by ABC transporter",0,1000
15DMTtep,"exit of 15-O-desmethyl tacrolimus into portal blood",-1000,0
1HIBUPGLUC_Sthv,"release of 1-hydroxy S-ibuprofen-glucuronide into hepatic vein",0,0
1HIBUP_SGLUhep,"glucuronidation of 1-hydroxy ibuprofen",0,0
1HIBUP_Sthv,"release of 1-hydroxy-ibuprofen into hepatic vein",0,0
1HMDGLUChr,"glucuronidation of 1-OH-midazolam in enterocytes",0,0
1HMDZGLUChc,"uptake of 1-OH-midazolam-glucuronide into hepatocytes",0,0
1OHMDZhr,"oxidation of midazolam to 1-OH-midazolam in hepatocytes",0,0
1OHMDZtep,"efflux of 1-OH-midazolam into portal blood",0,0
2HATVLAChc,"conversion of 2-hydroxy-atorvastatin-acid to its lactone form in hepatocytes",0,1000
2HATVACIDGLUChr,"glucuronidation of 2-hydroxy-atorvastatin-acid in hepatocytes",0,0
2HATVACIDGLUCteb,"efflux of 2-hydroxy-atorvastatin-acyl-glucuronide into bile",0,0
2HATVACIDOXDhc,"oxidation of atorvastatin acid to 2-hydroxy-atorvastatin-acid in hepatocytes",0,0
2HATVACIDhc,"conversion of 2-hydroxy-atorvastatin-lactone to its acid form in hepatocytes",0,1000
2HATVACIDteb,"efflux of 2-hydroxy-atorvastatin-acid into bile",0,1000
2HATVACIDtep,"efflux of 2-hydroxy-atorvastatin-acid into portal blood",-1000,1000
2HATVACIDthc,"uptake of 2-hydroxy-atorvastatin-acid into hepatocytes",-1000,1000
2HATVLACGLUChr,"glucuronidation of 2-hydroxy-atorvastatin-lactone in hepatocytes",0,0
2HATVLACGLUCteb,"efflux of 2-hydroxy-atorvastatin-lactone-glucuronide into bile",0,0
2HATVLACOXDhc,"oxidation of atorvastatin lactone to 2-hydroxy-atorvastatin-lactone in hepatocytes",0,0
2HATVLACteb,"efflux of 2-hydroxy-atorvastatin-lactone into bile",0,1000
2HATVLACtep,"efflux of 2-hydroxy-atorvastatin-lactone into portal blood",-1000,1000
2HATVLACthc,"uptake of 2-hydroxy-atorvastatin-lactone into hepatocytes",-1000,1000
2HIBUPGLUC_Sthv,"release of 2-hydroxy S-ibuprofen-glucuronide into hepatic vein",0,0
2HIBUP_Rthv,"release of R-2-hydroxy-ibuprofen into hepatic vein",0,0
2HIBUP_SGLUhep,"glucuronidation of S-2-hydroxy ibuprofen",0,0
2HIBUP_Sthv,"release of S-2-hydroxy-ibuprofen into hepatic vein",0,0
31DMThr,"demethylation of tacrolimus to 31-O-desmethyl tacrolimus in hepatocytes",0,0
31DMTtu,"efflux of 31-O-desmethyl tacrolimus into intestinal lumen by ABC transporter",0,1000
31DMTtep,"exit of 31-O-desmethyl tacrolimus into portal blood",-1000,0
35DHPVShc,"conversion of pravastatin to 3-alpha-5-beta-dihydroxy pravastatin in entercoytes",0,0
35DHPVStep,"3-alpha-5-beta-dihydroxy pravastatin exit into portal blood",-1000,1000
35DHPVSthc,"uptake of 3-alpha-5-beta-dihydroxy pravastatin by hepatocytes",-1000,1000
35DSMVhep,"formation of 3,5-dihydrodoil simvastatin",0,0
35DSMVteb,"efflux of 3,5-dihydrodiol-simvastatin-lactone form into bile",0,0
3HIBUPGLUC_Sthv,"release of 3-hydroxy S-ibuprofen-glucuronide into hepatic vein",0,0
3HIBUP_Rthv,"release of R-3-hydroxy-ibuprofen into hepatic vein",0,0
3HIBUP_SGLUhep,"glucuronidation of S-3-hydroxy ibuprofen",0,0
3HIBUP_Sthv,"release of S-3-hydroxy-ibuprofen into hepatic vein",0,0
3HLVSTAChep,"conversion of 3-hydroxy-lovastatin lactone to acid form",0,0
3HLVSTACtbc,"release of 3-hydroxy-lovastatin acid form into bile",0,0
3HPVSTETCOAhcm,"beta oxidation of 3-S-hydroxy-pravastatin-CoA to tatranor-CoA derivative in hepatocytes, mitochondria",0,0
3HPVSTETCOAhcx,"beta oxidation of 3-S-hydroxy-pravastatin-CoA to tetranor-CoA in hepatocytes, peroxisomes",0,0
3HPVSTETteb,"efflux of 3-S-hydroxy-pravastatin-tetranor into bile",0,1000
3HPVSTETtev,"exit of 3-S-hydroxy-pravastatin-tetranor into hepatic vein",-1000,0
3HPVShc,"oxidation of pravastatin to 3-hydroxy pravastatin in hepatocytes",0,0
3HPVSteb,"efflux of 3-S-hydroxy-pravastatin into bile",0,1000
3HPVStep,"3-hydroxy pravastatin exit into portal blood",-1000,1000
3HPVSthc,"uptake of 3-hydroxy pravastatin by hepatocytes",-1000,1000
3HSMVACIDhep,"conversion of 3-hydroxy simvastatin lactone to acid form",0,0
3HSMVACIDteb,"efflux of 3-hydroxy-simvastatin-acid form into bile",0,0
3HSMVhep,"acid catalyzed rearrangement of 6-beta-hydroxy-simvastatin to 3-hydroxy simvastatin",0,0
3ISPVShc,"isomerization of pravastatin to 3-alpha-iso-pravastatin in hepatocytes",0,0
3ISPVSteb,"efflux of 3-alpha-iso-pravastatin into bile",0,1000
3ISPVStep,"3-alpha-iso-pravastatin exit into portal blood",-1000,1000
3ISPVSthc,"uptake of 3-alpha-iso-pravastatin by hepatocytes",-1000,1000
3MEACMPhc,"formation of 3-methoxy-acetaminophen in hepatocytes",0,0
3OHACMPhr,"oxidation of acetaminophen to 3-OH-acetaminophen in hepatocytes",0,0
3OHACMPtev,"efflux of 3-OH-acetaminophen into hepatic vein",0,0
4BHGLZABCt,"excretion of 4-beta-OH-gliclazide into bile",0,1000
4BHGLZhr,"oxidation of gliclazide to 4-beta-OH-gliclazide in hepatocytes",0,0
4BHGLZtev,"excretion of 4-beta-OH-gliclazide into hepatic vein",-1000,0
4HATVACIDOXDhc,"oxidation of atorvastatin acid to 4-hydroxy-atorvastatin-acid in hepatocytes",0,0
4HATVACIDhc,"conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes",0,1000
4HATVACIDteb,"efflux of 4-hydroxy-atorvastatin-acid into bile",0,1000
4HATVACIDtep,"efflux of 4-hydroxy-atorvastatin-acid into portal blood",-1000,1000
4HATVACIDthc,"uptake of 4-hydroxy-atorvastatin-acid into hepatocytes",-1000,1000
4HATVLACOXDhc,"oxidation of atorvastatin lactone to 4-hydroxy-atorvastatin-lactone in hepatocytes",0,0
4HATVLAChc,"conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes",0,1000
4HATVLACteb,"efflux of 4-hydroxy-atorvastatin-lactone into bile",0,1000
4HATVLACtep,"efflux of 4-hydroxy-atorvastatin-lactone into portal blood",-1000,1000
4HATVLACthc,"uptake of 4-hydroxy-atorvastatin-lactone into hepatocytes",-1000,1000
4HMDGLUCtev,"efflux of 4-OH-midazolam-glucuronide into hepatic vein",0,0
4HMDZGLUChr,"glucuronidation of 4-OH-midazolam in enterocytes",0,0
4OHMDZhr,"oxidation of midazolam to 4-OH-midazolam in hepatocytes",0,0
4OHMDZtev,"efflux of 4-OH-midazolam into hepatic vein",0,0
56DHPVShc,"oxidation of triol metabolite to 3-keto-5,6,-dihydroxy-pravastatin in hepatocytes",0,0
56DHPVSteb,"efflux of 3-keto-5,6,-dihydroxy-pravastatin into bile",0,1000
56DHPVStev,"exit of 3-keto-5,6,-dihydroxy-pravastatin into hepatic vein",-1000,0
56EPPVShc,"oxidation of 3-alpha-iso-pravastatin to 5,6-epoxy-3-alpha-iso-pravastatin in hepatocytes",0,0
56EPPVSteb,"efflux of 5,6-epoxy-3-alpha-iso-pravastatin into bile",0,1000
56EPPVStev,"exit of 5,6-epoxy-3-alpha-iso-pravastatin into hepatic vein",-1000,0
5OHFVSGLUhc,"glucuronidation of 5-hydroxy-fluvastatin",0,0
5OHFVSGLUtev,"exit of 5-hydroxy-fluvastatin-glucuronide into hepatic vein for excretion in urine",0,0
5OHFVShc,"oxidation of fluvastatin to 5-hydroxy-fluvastatin in hepatocytes",0,0
5OHFVSteb,"efflux of 5-hydroxy-fluvastatin into bile for excretion into faeces",0,0
6AHGLZABCt,"excretion of 6-alpha-OH-gliclazide into bile",0,1000
6AHGLZhr,"oxidation of gliclazide to 6-alpha-OH-gliclazide in hepatocytes",0,0
6AHGLZtev,"excretion of 6-alpha-OH-gliclazide into hepatic vein",-1000,0
6BHGLZABCt,"excretion of 6-beta-OH-gliclazide into bile",0,1000
6BHGLZGLCABCt,"excretion of 6-beta-OH-gliclazide-glucuronide into bile",0,1000
6BHGLZGLChr,"glucuronidation of 6-beta-OH-gliclazide-glucuronide in hepatocytes",0,0
6BHGLZGLCtev,"excretion of 6-beta-OH-gliclazide-glucuronide into hepatic vein",-1000,0
6BHGLZhr,"oxidation of gliclazide to 6-beta-OH-gliclazide in hepatocytes",0,0
6BHGLZtev,"excretion of 6-beta-OH-gliclazide into hepatic vein",-1000,0
6CSMVACIDhep,"conversion of 6-beta-carboxy simvastatin lactone to acid form",0,0
6CSMVACIDteb,"efflux of 6-beta-carboxy-simvastatin-acid form into bile",0,0
6CSMVhep,"oxidation of 6-exomethylene simvastatin to 6-beta-hydroxy carboxy simvastatin lactone form",0,0
6EPSteb,"efflux of 6-epipravastatin into bile",0,1000
6EPVStep,"6-epi-pravastatin exit into portal blood",-1000,1000
6EPVShc,"isomerization of pravastatin to 6-epi-pravastatin in hepatocytes",0,0
6EPVSthc,"uptake of 6-epi-pravastatin by hepatocytes",-1000,1000
6HLVSTAChep,"conversion of lactone form of 6-beta-hydroxy-lovastatin to acid form",0,0
6HLVSTthep,"uptake of 6-beta-hydroxy-lovastatin by hepatocytes",0,0
6HMSMVACIDhep,"conversion of 6-beta-hydroxy-methyl simvastatin lactone to acid form",0,0
6HMSMVACIDteb,"efflux of 6-beta-hydroxy-methyl-simvastatin-acid into bile",0,0
6HMSMVhep,"oxidation of 6-exomethylene simvastatin to 6-beta-hydroxy methyl simvastatin",0,0
6HSMVACIDhep,"conversion of 6-beta-hydroxy simvastatin lactone to acid form",0,0
6HSMVACIDteb,"efflux of 6-beta-hydroxy simvastatin acid into bile",0,0
6HSMVhep,"oxidation of simvastatin to 6-beta-hydroxy simvastatin",0,0
6MELACAChep,"conversion of lactone form of 6-exomethylene-lovastatin to acid form",0,0
6MELVACtbc,"release of 6-exomethylene-lovastatin-acid form into bile",0,0
6MELVSTthep,"uptake of 6-exomethylene-lovastatin by hepatocytes",0,0
6MSMVhep,"oxidation of simvastatin to 6-exomethylene lactone form",0,0
6OHFVSGLUhc,"glucuronidation of 6-hydroxy-fluvastatin",0,0
6OHFVSGLUtev,"exit of 6-hydroxy-fluvastatin-glucuronide into hepatic vein for excretion in urine",0,0
6OHFVShc,"oxidation of fluvastatin to 6-hydroxy-fluvastatin in hepatocytes",0,0
6OHFVSteb,"efflux of 6-hydroxy-fluvastatin into bile for excretion into faeces",0,0
7AHGLZABCt,"excretion of 7-alpha-OH-gliclazide into bile",0,1000
7AHGLZhr,"oxidation of gliclazide to 7-alpha-OH-gliclazide in hepatocytes",0,0
7AHGLZtev,"excretion of 7-alpha-OH-gliclazide into hepatic vein",-1000,0
7BHGLZABCt,"excretion of 7-beta-OH-gliclazide into bile",0,1000
7BHGLZGLCABCt,"excretion of 7-beta-OH-gliclazide-glucuronide into bile",0,1000
7BHGLZGLChr,"glucuronidation of 7-beta-OH-gliclazide-glucuronide in hepatocytes",0,0
7BHGLZGLCtev,"excretion of 7-beta-OH-gliclazide-glucuronide into hepatic vein",-1000,0
7BHGLZhr,"oxidation of gliclazide to 7-beta-OH-gliclazide in hepatocytes",0,0
7BHGLZtev,"excretion of 7-beta-OH-gliclazide into hepatic vein",-1000,0
7HPVShc,"oxidation of 3-alpha-iso-pravastatin to 7-hydroxy-3-alpha-iso-pravastatin in hepatocytes",0,0
7HPVSteb,"efflux of 7-hydroxy-3-alpha-iso-pravastatin into bile",0,1000
7HPVStev,"exit of 7-hydroxy-3-alpha-iso-pravastatin into hepatic vein",-1000,0
ALLOP2tu,"uptake of allopurinol by the enterocytes",0,1000
ACMPtu,"efflux of acetaminophen by P-gp from the enterocytes into lumen",0,1000
ACMPGLUChr,"glucuronidation of acetaminophen in hepatocytes",0,0
ACMPGLUTdt,"uptake of acetaminophen-glutathione-conjugate into the enterocytes",-1000,1000
ACMPGLUTtep,"efflux of acetaminophen-glutathione-conjugate from enterocytes into portal blood",0,1000
ACMPGLUTthc,"uptake of acetaminophen-glutathione-conjugate by the hepatocytes",0,1000
ACMPGLUtep,"efflux of acetaminophen-glucuronide-conjugate from enterocytes into portal blood",0,580.337146382075
ACMPGLUthc,"uptake of acetaminophen-glucuronide-conjugate by the hepatocytes",0,580.337146382071
ACMPShc,"sulphation of acetaminophen in hepatocytes",0,0
ACMPdt,"uptake of acetaminophen by enterocytes",-1000,1000
ACMPthc,"uptake of acetaminophen by the hepatocytes",0,1000
ALLOP1tu,"uptake of allopurinol by the enterocytes",0,1000
ALLOPOXDhep,"oxidation of allopurinol to oxypurinol in hepatocytes",0,0
ALLOPtepvb,"uptake of allopurinol by the hepatocytes",-1000,0
AM19CSALThr,"alternative pathway for formation of AM19 from AM1 in hepatocytes",0,0
AM19CShr,"oxidation of AM9 to AM19 (cyclosporine) in hepatocytes",0,0
AM19CSteb,"efflux of AM19-cyclosporine into bile",0,1000
AM1A4NCShc,"demethylation of AM1A to AM1A4N in hepatocytes",0,0
AM1A4NCSteb,"efflux of AM1A4N-cyclosporine into bile",0,0
AM1ACCShr,"oxidation of AM1c to AM1Ac in hepatocytes (alternative mechanism)",0,0
AM1ACCStev,"efflux of AM1Ac-cyclosporine into hepatic vein",0,0
AM1ACShr,"formation of AM1A-cyclosporine in hepatocytes",0,0
AM1ACSteb,"efflux of AM1A-cyclosporine into bile",0,1000
AM1ACStep,"efflux of AM1A (cyclosporine) into portal blood",-1000,0
AM1ALCShr,"formation of AM1AL-cyclosporine in hepatocytes",0,0
AM1ALCSteb,"efflux of AM1AL-cyclosporine into bile",0,1000
AM1ALCStep,"efflux of AM1AL (cyclosporine) into portal blood",-1000,0
AM1C4N9CShc,"demethylation of AM1c9 to AM1c4N9 in hepatocytes (alternative mechanism)",0,0
AM1C4N9CSteb,"efflux of AM1c4N9-cyclosporine into bile",0,0
AM1C9CShr,"oxidation of AM1c to AM1c9 in hepatocytes (alternative mechanism)",0,0
AM1C9CSteb,"efflux of AM1c9-cyclosporine into bile",0,1000
AM1C9CStev,"efflux of AM1c9-cyclosporine into hepatic vein",-1000,0
AM1CCShr,"oxidation of cyclosporine to AM1c in hepatocytes",0,0
AM1CCSteb,"efflux of AM1c-cyclosporine into bile",0,1000
AM1CCStev,"efflux of AM1c-cyclosporine into hepatic vein",-1000,0
AM1CGLChr,"glucuronidation of AM1c in hepatocytes",0,0
AM1CGLCteb,"efflux of AM1c-glucuronide into bile",0,0
AM1CSAhr,"oxidation of cyclosporine to AM1 in hepatocytes",0,0
AM1CSAtep,"efflux of AM1 (cyclosporine) into portal blood",-1000,0
AM4N9CShc,"demethylation of AM9 to AM4N9 in hepatocytes",0,0
AM4N9CShr,"oxidation of AM4N to AM4N9 in hepatocytes",0,0
AM4N9CStev,"efflux of AM4N9-cyclosporine into hepatic vein",-1000,0
AM4NC9CSteb,"efflux of AM4N9-cyclosporine into bile",0,1000
AM4NCShr,"demethylation of cyclosporine to AM4N in hepatocytes",0,0
AM4NCSteb,"efflux of AM4N-cyclosporine into bile",0,1000
AM4NCStep,"efflux of AM4N (cyclosporine) into portal blood",-1000,0
AM9CSAhr,"oxidation of cyclosporine to AM9 in hepatocytes",0,0
AM9CSAteb,"efflux of AM9-cyclosporine into bile",0,1000
AM9CSAtep,"efflux of AM9 (cyclosporine) into portal blood",-1000,0
ATVACIDMCTtu,"uptake of atorvastatin by enterocytes by MCT1",-1000,1000
ATVACIDOATPtu,"uptake of atorvastatin by enterocytes",-1000,1000
ATVACIDhc,"conversion of lactone to acid form of atorvastatin in hepatocytes",0,1000
ATVACIDhr,"spontaneous conversion of atorvastatin ether glucuronide (G1) to atorvastatin-acid",0,351.308204125733
ATVACIDtdu,"passive diffusion of atorvastatin into enterocytes",-1000,1000
ATVACIDtu,"efflux of atorvastatin acid by P-gp from the enterocytes into lumen",0,1000
ATVACYLGLUChc,"glucuronidation of atorvastatin to atorvastatin acyl glucuronide (G2) in hepatocytes",0,702.616408251469
ATVETHGLUChc,"glucuronidation of atorvastatin to atorvastatin ether glucuronide (G1) in hepatocytes",0,351.308204125733
ATVLACGLCURhc,"glucuronidation of atorvastatin lactone to atorvastain lactone ether glucuronide (G3) in hepatocytes",0,702.616408251472
ATVLACThc,"uptake of atorvastatin-lactone into hepatocytes",-1000,1000
ATVLACh2r,"spontaneous conversion of glucuronide (G2) to lactone form of atorvastatin",0,702.616408251469
ATVLAChc,"lactonization of atorvastatin in hepatocytes",0,1000
ATVLAChr,"spontaneous conversion of atorvastain lactone ether glucuronide (G3) to atorvastatin-lactone in hepatocytes",0,702.616408251472
ATVLACtdhc,"passive diffusion of atorvastatin lactone into hepatocytes",-1000,1000
ATVLACtu,"efflux of atorvastatin lactone by P-gp from the enterocytes into lumen",0,1000
Am19CStev,"efflux of AM19-cyclosporine into hepatic vein",-1000,0
Am1CSAteb,"efflux of AM1-cyclosporine into bile",0,1000
CARBIBUP_SGLUthv,"release of S-carboxy ibuprofen glucuronide into hepatic vein",0,0
CARIBUP_Rthv,"release of R-carboxy ibuprofen into hepatic vein",0,0
CARIBUP_SGLUhep,"glucuronidation of S-carboxy ibuprofen",0,0
CARIBUP_Sthv,"release of S-carboxy ibuprofen into hepatic vein",0,0
CRGLZABCt,"excretion of carboxy-gliclazide into bile",0,1000
CRGLZhr,"oxidation of methyl-hydroxy-gliclazide to carboxy-gliclazide in hepatocytes",0,0
CRGLZtev,"excretion of carboxy-gliclazide into hepatic vein",-1000,0
CRVS1M24hc,"hydroxylation of cerivastatin-M1 to M24 in hepatocytes",0,0
CRVS1tev,"exit of cerivastatin-M1 into hepatic vein",-1000,0
CRVS23M24hc,"demethylation of cerivastatin-M23 to M24 in hepatocytes",0,0
CRVSATPthc,"cerivastatin uptake by hepatocytes by active transport",0,1000
CRVSATPtu,"efflux of cerivastatin by P-gp or BCRP from the enterocytes into lumen",0,1000
CRVSM1SPhc,"de-lactonization of cerivastatin-M22 to cerivastatin-M1 in hepatocytes",0,0
CRVSM1hc,"demethylation of cerivastatin to M1 in hepatocytes",0,0
CRVSM1hr,"beta-glucuronidase of cerivastatin-M1-glucuronide to M1 form",0,702.616408251472
CRVSM1teb,"efflux of cerivastatin-M1 into bile",0,1000
CRVSM22hc,"spontaneous conversion of glucuronide to cerivastatin-M22 in hepatocytes",0,0
CRVSM23hc,"hydroxylation of cerivastatin to M23 in hepatocytes",0,0
CRVSM23hr,"beta-glucuronidase of cerivastatin-M23-glucuronide to M23 form",0,702.616408251474
CRVSM23teb,"efflux of cerivastatin-M23 into bile",0,1000
CRVSM23tev,"exit of cerivastatin-M23 into hepatic vein",-1000,0
CRVSM24teb,"efflux of cerivastatin-M24 into bile",0,1000
CRVSM24tev,"exit of cerivastatin-M24 into hepatic vein",-1000,0
CRVSM31hc,"spontaneous conversion of glucuronide to cerivastatin-M31 in hepatocytes",0,0
CRVStu,"cerivastatin uptake by enterocytes",-1000,1000
CRVSthc,"cerivastatin uptake by hepatocytes",-1000,1000
CSASULPhc,"conjugation of cyclosporine with sulphate for excretion in hepatocytes",0,0
CSASULPteb,"efflux of cyclosporine-sulphate into bile",0,1000
CSASULPtev,"efflux of cyclosporine-sulphate into hepatic vein",-1000,0
CSAtd,"uptake of cyclosporine by the enterocytes",0,1000
CSAtu,"efflux of cyclosporine by P-gp from the enterocytes into lumen",0,1000
CVM1GLUChc,"glucuronidation of cerivastatin-M1",0,702.616408251471
CVM23GLUChc,"glucuronidation of cerivastatin-M23",0,702.616408251473
CYSACMPAChc,"acetylation of cysteine-conjugate-acetaminophen in hepatocytes",0,0
CYSAMPtev,"efflux of cysteine-conjugate-acetaminophen into hepatic vein",0,0
DELACCRVSM23hc,"de-lactonization of cerivastatin-M31 to cerivastatin-M23 in hepatocytes",0,0
DEOXFVShc,"formation of deoxy-fluvastatin-dinor",0,0
DEOXFVStev,"exit of deoxy-fluvastatin-dinor into hepatic vein for excretion in urine",0,0
DESFVShc,"oxidation of fluvastatin to N-desisopropyl-fluvastatin in hepatocytes",0,0
DESFVSteb,"efflux of N-desisopropyl-fluvastatin into bile for excretion into faeces",0,0
DHGLZABCt,"excretion of dehydro-gliclazide into bile",0,1000
DHGLZhc,"dehydrogenation of gliclazide to dehydro-gliclazide in hepatocytes",0,0
DHGLZtev,"excretion of dehydro-gliclazide into hepatic vein",-1000,0
DSPVShc,"oxidation of pravastatin to desacyl pravastatin in hepatocytes",0,0
DSPVSteb,"efflux of desacyl dehydro-pravastatin into bile",0,1000
DSPVStev,"exit of desacyl dehydro-pravastatin into hepatic vein",-1000,0
EPOXTAChr,"formation of epoxy derivative of tacrolimus in hepatocytes",0,0
EPOXTACteb,"efflux of 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus into bile",0,0
EPOXTACtev,"exit of 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus into hepatic vein",0,0
EX_12htacr[e],"exchange reaction for 12-hydroxy tacrolimus in intestinal lumen",0,-0
EX_1331tacr[e],"exchange reaction for 13,31-O-Didesmethyl-tacrolimus in hepatic vein",0,-0
EX_13dmt[e],"exchange reaction for 13-O-desmethyl tacrolimus in intestinal lumen",0,-0
EX_14hmdz[e],"exchange reaction for 1,4-Dihydroxy-midazolam in hepatic vein",0,-0
EX_1513tacr[e],"exchange reaction for 13,15-O-didesmethyl tacrolimus in intestinal lumen",0,-0
EX_1531tacr[e],"exchange reaction for 15, 31-O-Didesmethyl-tacrolimus in hepatic vein",0,-0
EX_15dmt[e],"exchange reaction for 15-O-desmethyl tacrolimus in intestinal lumen",0,-0
EX_1hibup_S[e],"exchange reaction for 1-hydroxy-ibuprofen in hepatic vein",0,-0
EX_1hibupglu_S[e],"exchange reaction for 1-hydroxy S-ibuprofen-glucuronide in hepatic vein",0,-0
EX_1hmdgluc[e],"exchange reaction for 1-OH-midazolam-glucuronide in portal blood",0,-0
EX_1ohmdz[e],"exchange reaction for 1-OH-midazolam in portal blood",0,-0
EX_2hatvacid[e],"exchange reaction for 2-hydroxy-atorvastatin-acid in portal blood",0,0
EX_2hatvacidgluc[e],"exchange reaction for 2-hydroxy-atorvastatin-acyl-glucuronide in bile",0,-0
EX_2hatvlac[e],"exchange reaction for 2-hydroxy-atorvastatin-lactone in portal blood",0,0
EX_2hatvlacgluc[e],"exchange reaction for 2-hydroxy-atorvastatin-lactone-glucuronide in bile",0,-0
EX_2hibup_R[e],"exchange reaction for R-2-hydroxy-ibuprofen in hepatic vein",0,-0
